CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10763,7439.46,0.74,2243.89,870.96,504.72,873.91,0.23,0.36,0.45,0.28,0,12,9710.77,830.19,238.15,0.13,10
C10764,335.32,0.58,680.03,1483.53,1081.41,4373.72,0.63,0.33,0.08,0.27,2,22,1169.92,572.24,1564.28,0.13,7
C10765,5698.9,0.66,4790.09,906.83,1984.35,3687.16,0.72,0.31,0.4,0.06,0,18,7841.01,4557.44,1444.15,0.44,21
C10766,7624.59,0.87,2653.0,1792.29,1716.49,1264.19,0.78,0.14,0.4,0.19,0,18,10018.88,156.09,1315.11,0.39,34
C10767,8767.66,0.74,1217.05,1307.19,203.76,336.42,0.19,0.19,0.06,0.23,1,11,13854.68,5758.15,318.64,0.46,10
C10768,3420.82,0.69,2508.01,501.57,1415.68,1339.99,0.71,0.05,0.2,0.3,1,19,6338.7,3140.01,543.31,0.03,28
C10769,8212.57,0.7,3401.31,358.58,697.7,4561.04,0.26,0.36,0.09,0.05,1,16,11712.66,5899.8,792.42,0.31,11
C10770,1106.32,0.73,390.43,1644.62,23.89,3165.89,0.09,0.25,0.13,0.23,0,12,9367.62,442.19,567.06,0.07,34
C10771,8464.52,0.89,1380.77,2708.21,812.93,3605.27,0.7,0.35,0.13,0.1,1,25,13978.17,3542.82,463.34,0.25,17
C10772,1274.89,0.95,4036.76,1038.43,477.16,1285.76,0.51,0.12,0.28,0.05,3,10,6577.29,2161.03,1612.66,0.08,10
C10773,3972.87,0.98,2303.73,2201.67,1639.55,3596.94,0.13,0.16,0.21,0.13,0,8,5467.33,5076.55,1280.08,0.06,25
C10774,7972.95,0.89,2737.42,1979.4,681.29,140.61,0.34,0.17,0.47,0.24,0,11,13419.99,2231.21,1135.29,0.01,13
C10775,1499.17,0.66,2169.75,2795.35,1656.77,1876.61,0.23,0.01,0.06,0.14,3,20,1689.42,1636.88,459.65,0.32,16
C10776,2292.51,0.84,229.06,2464.73,11.19,3133.77,0.59,0.17,0.49,0.16,1,21,,5159.56,1836.97,0.18,19
C10777,7222.53,0.72,837.09,1704.15,622.56,730.48,0.36,0.4,0.12,0.3,2,14,2153.66,2310.45,390.45,0.05,29
C10778,7200.37,0.63,2233.25,1974.52,489.92,4115.02,0.79,0.45,0.39,0.12,1,8,12803.54,199.32,1591.95,0.16,22
C10779,6411.48,0.92,1053.84,2696.18,474.8,1175.16,0.04,0.26,0.17,0.18,0,17,1148.5,2402.71,1933.68,0.08,15
C10780,6939.48,0.52,259.4,1204.56,145.69,3261.41,0.28,0.23,0.07,0.11,2,14,13063.2,3961.68,1456.91,0.47,7
C10781,5427.24,0.95,4219.81,987.12,382.38,2025.99,0.39,0.02,0.43,0.12,0,12,7317.75,1600.72,1985.79,0.16,8
C10782,2517.99,0.73,4906.15,42.33,1115.54,2980.22,0.4,0.44,0.15,0.21,0,12,1056.35,2648.73,1305.59,0.17,18
C10783,3456.96,0.82,3967.78,2481.39,589.81,537.25,0.25,0.01,0.33,0.28,1,23,6623.03,434.62,442.75,0.42,22
C10784,1815.98,0.83,4270.39,2404.93,840.62,84.56,0.58,0.47,0.28,0.16,3,26,3615.21,3569.75,415.6,0.32,32
C10785,9084.51,0.95,1217.47,322.32,759.97,4547.82,0.7,0.24,0.24,0.23,1,19,9741.61,4562.14,655.88,0.36,8
C10786,5833.92,0.82,4803.53,1734.8,1753.05,1348.15,0.75,0.17,0.25,0.03,0,13,10511.02,2538.54,24.19,0.32,15
C10787,4008.51,0.81,992.66,1397.31,1811.55,4098.39,0.64,0.46,0.37,0.06,0,16,7825.39,2579.37,1366.58,0.47,33
C10788,4620.06,0.53,4757.63,364.94,990.98,4996.75,0.68,0.01,0.04,0.15,1,17,1567.27,620.87,544.65,0.1,13
C10789,9472.83,0.76,4974.15,2941.9,667.01,1057.16,0.44,0.29,0.33,0.01,0,7,,1291.45,1632.21,0.49,9
C10790,1533.51,0.58,3561.5,651.94,222.53,1325.85,0.66,0.27,0.45,0.08,0,14,12788.54,1012.58,724.75,0.42,18
C10791,5862.3,0.87,4905.91,211.03,1907.27,3314.3,0.24,0.11,0.03,0.16,1,21,11084.54,2941.96,965.11,0.29,34
C10792,5058.89,0.76,2852.0,1788.59,129.85,4827.24,0.32,0.21,0.07,0.0,1,16,12619.41,3222.61,1931.72,0.33,12
C10793,6114.54,0.84,1305.11,2219.21,602.32,4579.07,0.25,0.33,0.36,0.08,0,12,3807.13,5698.75,491.92,0.32,12
C10794,181.1,0.52,2190.61,107.01,603.15,2514.38,0.37,0.36,0.22,0.15,1,15,13444.43,532.07,1445.3,0.03,21
C10795,8721.24,0.54,2971.87,1979.57,647.6,3975.55,0.23,0.0,0.2,0.17,1,16,5510.71,3639.22,1512.68,0.11,32
C10796,9321.18,0.86,374.68,1601.55,336.93,678.73,0.77,0.47,0.07,0.28,0,11,1187.67,3206.34,449.79,0.48,10
C10797,5651.33,0.54,3115.49,318.76,1568.49,4887.19,0.25,0.08,0.25,0.19,0,8,12807.48,3145.78,1006.98,0.27,33
C10798,6966.51,0.54,4906.08,525.85,253.77,4821.77,0.08,0.12,0.06,0.12,0,21,14185.5,5251.64,706.9,0.19,22
C10799,9224.99,0.51,958.64,1708.24,1273.46,818.64,0.42,0.13,0.24,0.28,0,17,10177.81,1312.68,1546.09,0.38,15
C10800,7072.39,0.98,3965.05,896.11,256.45,1497.12,0.05,0.02,0.38,0.24,2,17,4240.11,340.56,1248.74,0.26,9
C10801,1525.39,0.87,4540.41,2815.56,150.37,500.77,0.09,0.06,0.13,0.06,2,15,4524.42,4066.4,957.21,0.01,28
C10802,5762.88,0.68,4719.07,2458.03,1819.76,1358.59,0.18,0.49,0.24,0.04,2,15,7532.3,2136.43,1560.93,0.37,19
C10803,6067.15,0.65,4801.08,2950.87,388.36,4079.78,0.37,0.16,0.5,0.2,1,25,13569.64,203.78,477.96,0.37,10
C10804,4241.31,0.67,2612.08,786.42,1644.29,1891.58,0.35,0.06,0.34,0.17,1,19,3094.37,1583.11,1509.71,0.08,7
C10805,7364.44,0.89,4886.77,2909.47,1093.82,441.98,0.64,0.05,0.42,0.24,2,15,12563.63,1925.03,1732.09,0.48,19
C10806,9343.67,0.83,3788.98,1299.39,164.93,1711.13,0.59,0.36,0.21,0.22,1,10,5078.24,3739.35,1758.46,0.11,29
C10807,9255.69,0.59,816.74,1049.08,1911.34,4906.92,0.34,0.43,0.38,0.19,0,16,12320.21,1118.26,1569.51,0.23,23
C10808,4508.39,0.59,2389.73,160.55,501.45,3148.42,0.27,0.13,0.02,0.3,0,13,13883.8,2537.02,821.95,0.06,32
C10809,1132.38,0.55,3594.47,167.77,1720.69,2080.8,0.25,0.01,0.06,0.16,0,11,6984.91,2946.61,1963.8,0.3,29
C10810,9848.41,0.83,1244.23,2079.11,345.93,832.69,0.62,0.11,0.1,0.03,1,27,6110.71,2809.5,765.39,0.19,34
C10811,8388.98,0.88,3206.67,1379.21,1709.35,4930.88,0.04,0.03,0.2,0.25,1,11,12231.1,5846.25,1280.86,0.18,16
C10812,1246.63,0.63,3336.34,687.3,36.33,4104.25,0.01,0.05,0.42,0.08,1,18,8412.76,368.48,330.54,0.41,21
C10813,9208.42,0.51,821.87,1845.77,1028.44,1407.39,0.64,0.22,0.17,0.23,0,24,10582.29,5710.71,1961.09,0.0,23
C10814,8698.96,0.54,2829.78,766.05,1541.19,350.34,0.38,0.11,0.33,0.29,4,17,9719.61,3533.43,1410.93,0.4,32
C10815,5188.38,0.98,3860.42,1737.12,1870.24,283.13,0.1,0.26,0.35,0.21,0,17,3140.44,4794.79,1509.22,0.29,21
C10816,5912.75,0.65,2499.49,1084.03,1819.31,601.89,0.19,0.13,0.29,0.18,4,12,12827.07,2639.32,140.9,0.49,26
C10817,3990.03,0.88,70.39,2472.42,1641.05,2903.84,0.75,0.47,0.18,0.14,0,19,3740.85,2777.64,1529.2,0.29,9
C10818,547.62,0.81,55.1,2463.88,1777.5,4643.82,0.69,0.45,0.29,0.11,2,16,14051.95,5288.03,1551.7,0.03,6
C10819,3351.97,0.69,1791.58,1437.28,406.45,2483.72,0.57,0.28,0.17,0.11,0,19,4508.0,5386.01,,0.03,19
C10820,8028.53,0.6,4631.71,1058.95,575.53,4214.73,0.39,0.18,0.04,0.19,0,19,11274.33,1508.26,590.9,0.44,17
C10821,46.32,0.56,1151.1,1094.05,585.05,2229.43,0.42,0.19,0.5,0.23,0,11,4985.18,1275.53,984.48,0.42,29
C10822,3334.99,0.81,3175.47,2419.09,760.34,3542.92,0.78,0.21,0.06,0.2,0,12,5449.0,3027.79,,0.17,15
C10823,3981.69,0.89,1118.16,991.26,792.71,3659.36,0.77,0.36,0.04,0.06,1,13,5340.03,5411.63,948.46,0.31,33
C10824,5373.96,0.82,1615.13,635.09,1093.67,869.82,0.17,0.23,0.44,0.15,0,17,11470.49,2001.9,495.21,0.24,24
C10825,9198.56,0.77,4241.73,263.22,328.16,1806.08,0.65,0.43,0.15,0.24,0,17,8795.41,3946.89,704.7,0.48,34
C10826,3463.46,0.52,3647.02,1405.41,1385.58,3186.51,0.16,0.47,0.33,0.14,1,17,13361.33,4278.09,333.57,0.47,9
C10827,3469.53,0.98,486.04,1451.57,343.46,353.48,0.17,0.17,0.16,0.16,0,17,5303.22,4694.18,467.81,0.49,25
C10828,7375.01,0.9,2149.22,2524.32,627.51,1807.7,0.54,0.28,0.2,0.23,0,17,10687.9,3427.15,162.37,0.43,26
C10829,4522.18,0.65,155.56,671.5,1011.66,2674.0,0.32,0.05,0.13,0.2,0,14,11541.28,2474.49,1840.6,0.45,8
C10830,2246.05,0.99,2409.64,1149.16,1594.92,4981.12,0.75,0.1,0.17,0.12,1,17,3120.75,5805.39,1065.52,0.11,30
C10831,4524.4,0.8,3315.55,2427.13,1481.54,2372.67,0.07,0.21,0.21,0.27,2,13,6608.25,3706.85,799.52,0.42,9
C10832,1408.57,0.79,601.33,2472.63,1294.61,4080.28,0.41,0.1,0.36,0.05,1,17,7759.44,4398.53,1074.71,0.35,35
C10833,1763.87,0.87,1451.54,1159.99,319.99,2160.34,0.73,0.44,0.26,0.3,1,13,5979.62,2135.4,1260.3,0.48,31
C10834,4983.68,0.91,1995.2,1382.78,1098.62,3981.95,0.72,0.08,0.47,0.04,3,15,5509.58,4052.7,1844.54,0.29,20
C10835,4189.25,0.83,4598.46,916.82,184.02,2977.07,0.13,0.23,0.02,0.0,0,15,10609.88,1621.01,365.6,0.04,16
C10836,9148.46,0.56,4966.34,2798.34,760.95,4432.98,0.29,0.3,0.25,0.27,3,17,4022.13,1546.07,598.15,0.3,21
C10837,3623.94,0.67,234.11,364.74,832.9,2054.71,0.5,0.35,0.29,0.07,0,10,,4316.86,1951.82,0.34,32
C10838,5805.88,0.96,3807.43,2801.91,89.22,3021.52,0.13,0.19,0.46,0.22,1,14,14090.62,3176.23,,0.11,9
C10839,6322.64,0.61,1864.9,2054.76,555.24,3150.09,0.77,0.43,0.02,0.24,0,20,,4131.33,54.9,0.2,11
C10840,130.94,0.69,1968.37,1599.4,1911.74,2086.91,0.73,0.28,0.29,0.26,0,20,9560.08,1689.69,303.81,0.3,13
C10841,6635.37,0.72,3773.78,107.65,1907.73,721.56,0.13,0.22,0.43,0.3,3,9,1965.06,3632.47,62.41,0.19,18
C10842,1780.36,0.72,4592.95,1432.03,711.13,467.8,0.1,0.03,0.12,0.09,2,18,13102.68,2719.21,1979.95,0.19,28
C10843,9610.7,0.81,4755.13,1229.17,95.77,83.36,0.07,0.23,0.44,0.21,1,15,4996.27,3622.07,564.95,0.07,25
C10844,1486.63,0.97,2889.84,492.04,366.4,4367.67,0.73,0.41,0.01,0.03,0,13,9610.72,1816.19,1847.85,0.47,9
C10845,4146.24,0.62,1792.03,1972.66,790.51,1182.37,0.15,0.31,0.37,0.12,1,11,14707.57,4321.16,1991.81,0.38,10
C10846,853.5,0.56,3939.87,2913.74,1896.08,1057.53,0.33,0.42,0.47,0.25,1,18,9337.04,4854.98,1203.68,0.0,15
C10847,9968.74,0.6,1262.5,1690.94,290.99,3680.18,0.36,0.25,0.33,0.11,0,17,11145.93,1633.51,76.06,0.38,10
C10848,5021.95,0.94,2824.73,2147.11,1529.4,1600.08,0.48,0.06,0.22,0.18,0,22,7234.47,1873.66,172.37,0.37,17
C10849,5953.85,0.82,1799.31,214.67,226.28,2530.22,0.06,0.01,0.02,0.15,2,13,1845.12,4000.81,968.36,0.0,6
C10850,670.76,0.64,3286.59,1258.82,1962.7,812.56,0.18,0.15,0.46,0.19,1,8,12166.39,4203.95,818.28,0.18,34
C10851,7499.6,0.91,1209.59,357.91,769.42,4798.73,0.75,0.35,0.24,0.29,0,9,1489.98,4254.19,1216.29,0.3,29
C10852,2099.06,0.93,966.05,1842.26,1552.72,4257.91,0.73,0.4,0.01,0.02,1,20,10809.21,4127.92,883.31,0.23,15
C10853,8980.54,0.92,4592.01,2816.06,691.76,4318.95,0.63,0.15,0.34,0.17,0,16,1320.9,2417.57,1868.81,0.39,34
C10854,2051.4,0.96,518.0,1988.72,1259.06,2033.87,0.02,0.25,0.24,0.26,1,12,13072.27,2429.64,1074.13,0.21,10
C10855,1906.88,0.63,2534.73,239.64,392.11,3811.81,0.26,0.21,0.06,0.14,0,14,3206.9,1603.42,1390.51,0.08,24
C10856,365.5,0.88,1112.06,1070.45,300.58,719.38,0.5,0.21,0.11,0.02,1,15,8199.8,1025.32,1794.01,0.49,24
C10857,4720.67,0.73,204.26,1656.48,1876.75,43.1,0.22,0.12,0.03,0.17,2,9,9360.11,4186.21,302.28,0.12,25
C10858,5648.41,0.92,189.73,1215.59,1836.12,99.86,0.73,0.07,0.29,0.1,1,18,7405.64,649.81,467.17,0.36,17
C10859,657.09,0.86,884.36,2502.6,1776.06,2933.01,0.51,0.1,0.31,0.05,0,15,5770.69,5632.97,223.56,0.07,28
C10860,7755.28,0.89,4335.18,2445.87,1254.61,2276.97,0.06,0.03,0.25,0.25,1,19,,4977.45,287.88,0.16,21
C10861,4532.89,0.83,1419.57,1839.37,1618.45,2590.08,0.73,0.1,0.41,0.16,2,14,5359.82,5159.28,1030.04,0.22,10
C10862,5243.9,0.59,4752.79,1126.64,147.38,37.32,0.77,0.0,0.43,0.28,0,22,7133.71,5449.35,649.15,0.1,22
C10863,4407.63,0.77,2912.3,773.46,676.23,2113.43,0.06,0.31,0.31,0.24,0,14,6024.78,2510.77,852.11,0.22,19
C10864,4007.63,0.99,2188.7,326.56,634.27,3590.34,0.43,0.16,0.01,0.21,0,8,8926.87,5095.53,1965.15,0.08,17
C10865,5596.4,0.97,2904.64,1071.14,1274.93,2213.47,0.24,0.49,0.35,0.0,0,12,4330.94,1032.56,321.84,0.28,18
C10866,1552.4,0.52,2588.32,1245.39,718.36,3661.1,0.31,0.1,0.21,0.13,2,14,14841.19,227.69,1086.22,0.33,26
C10867,1819.28,0.58,3796.29,2030.71,305.53,1165.09,0.14,0.17,0.28,0.06,0,15,8012.18,4730.86,206.75,0.03,19
C10868,8617.86,0.57,1419.66,1977.9,1196.97,4065.71,0.46,0.18,0.32,0.27,1,15,3718.27,541.3,643.81,0.44,10
C10869,9461.15,0.86,1771.72,219.62,1630.62,2942.16,0.77,0.0,0.18,0.05,3,9,7678.93,5932.3,1059.78,0.09,27
C10870,3733.09,0.91,4471.53,1191.83,770.43,1053.82,0.4,0.42,0.46,0.09,1,23,13129.81,4081.3,1893.8,0.11,35
C10871,2707.45,0.61,4732.82,553.52,273.21,1183.6,0.07,0.02,0.07,0.16,1,15,1305.3,4545.35,788.54,0.33,28
C10872,6440.0,0.75,4463.87,478.87,401.41,3140.15,0.5,0.47,0.34,0.08,1,20,10513.76,1550.24,139.16,0.23,10
C10873,4087.34,0.92,2103.05,2483.63,482.59,4149.7,0.27,0.45,0.0,0.06,0,18,8671.55,4075.81,782.44,0.25,34
C10874,253.86,0.87,3904.02,135.33,606.8,2078.14,0.68,0.27,0.46,0.18,0,15,,355.0,300.02,0.06,32
C10875,1561.53,0.77,2386.92,1263.36,1289.16,1291.5,0.35,0.27,0.06,0.03,0,10,12444.67,5043.17,467.68,0.4,35
C10876,7159.72,0.8,2492.72,512.93,1205.88,4335.06,0.15,0.33,0.05,0.02,0,14,6164.38,1100.78,1240.0,0.31,23
C10877,6589.24,0.75,1031.35,2639.2,1395.2,3346.34,0.15,0.19,0.17,0.11,0,15,5113.23,4214.41,144.17,0.07,19
C10878,270.96,0.65,2959.74,1675.55,731.38,2240.43,0.62,0.32,0.19,0.22,0,18,12593.75,1424.43,934.8,0.19,23
C10879,2219.72,0.78,938.82,701.83,1649.76,2439.5,0.21,0.02,0.11,0.17,0,23,9939.35,503.87,1222.83,0.41,34
C10880,2310.75,0.84,1664.51,1512.26,416.13,1021.28,0.61,0.03,0.29,0.13,0,21,13575.63,2940.81,849.5,0.28,25
C10881,6718.93,0.94,4276.6,2197.14,943.39,3134.01,0.16,0.23,0.22,0.17,1,15,9818.37,1098.79,48.06,0.05,6
C10882,197.11,0.82,1043.31,2874.77,1603.87,1793.71,0.26,0.27,0.02,0.11,0,11,11371.45,4403.72,1971.18,0.19,12
C10883,1041.09,0.88,365.08,669.13,368.52,4978.23,0.37,0.44,0.16,0.28,2,11,12710.24,1501.64,740.56,0.12,34
C10884,7999.16,0.58,354.35,2659.68,228.63,2400.92,0.75,0.05,0.41,0.02,0,11,1766.35,2120.59,1559.37,0.26,22
C10885,1785.45,0.73,4704.51,2803.57,1768.53,2429.43,0.75,0.41,0.34,0.2,2,19,11864.69,3447.89,658.04,0.42,8
C10886,6527.46,0.5,2539.53,2750.1,692.43,2829.26,0.17,0.11,0.36,0.27,3,21,9591.89,1781.31,955.28,0.22,15
C10887,2381.83,0.62,2052.97,1909.89,1370.9,4583.78,0.29,0.2,0.35,0.24,1,17,1973.11,2330.13,783.04,0.22,12
C10888,994.41,0.86,4056.28,1893.16,60.44,4004.09,0.12,0.16,0.16,0.06,1,14,8120.09,4912.17,691.65,0.45,32
C10889,2431.72,1.0,4180.77,1215.6,1383.19,2255.65,0.41,0.2,0.05,0.09,1,18,2154.41,1157.34,53.48,0.29,33
C10890,7222.67,0.55,1667.63,2259.67,639.04,3593.5,0.37,0.08,0.14,0.22,2,18,11303.26,584.99,726.44,0.28,17
C10891,8556.96,0.7,3471.15,1598.57,120.92,2931.18,0.72,0.25,0.42,0.03,1,11,8651.02,2037.31,1780.09,0.13,27
C10892,8302.2,0.9,3857.9,2035.54,1223.53,2461.84,0.74,0.4,0.49,0.24,1,18,14350.03,2603.82,1383.88,0.3,20
C10893,3971.84,0.6,3276.71,1291.09,489.2,961.58,0.31,0.22,0.25,0.22,0,19,3563.9,3301.69,299.39,0.29,28
C10894,6680.85,0.78,766.46,2197.17,779.75,2319.68,0.39,0.25,0.0,0.22,3,15,9484.47,2297.3,,0.2,26
C10895,2049.84,0.87,4380.66,2475.17,170.36,1229.09,0.72,0.42,0.07,0.03,1,10,3962.15,4760.48,1785.54,0.5,21
C10896,2931.48,0.81,2700.08,447.84,302.85,4574.21,0.65,0.35,0.16,0.22,0,8,9596.91,331.98,1403.07,0.44,13
C10897,8963.36,0.59,1419.54,2500.46,602.97,1677.03,0.0,0.25,0.29,0.2,0,15,11117.1,2647.43,305.88,0.37,11
C10898,130.02,0.68,2131.89,1625.49,188.62,4761.32,0.26,0.13,0.04,0.25,2,10,11112.26,2355.31,1736.99,0.27,33
C10899,855.09,0.89,197.48,2535.55,1822.54,2665.28,0.34,0.44,0.47,0.01,0,11,12411.04,3920.71,610.07,0.23,9
C10900,2078.86,0.78,648.06,1299.59,22.03,3157.72,0.18,0.29,0.18,0.01,0,11,12949.7,5801.03,913.61,0.09,35
C10901,265.32,0.5,3830.08,1143.33,972.88,2714.7,0.16,0.11,0.46,0.11,1,17,2081.8,3111.21,1057.02,0.15,16
C10902,1814.35,0.88,10.06,2746.03,255.26,646.9,0.03,0.13,0.39,0.04,0,18,,5922.57,1702.51,0.39,22
C10903,5830.42,0.52,2088.66,761.0,622.28,1879.11,0.51,0.4,0.38,0.17,1,10,10619.72,1883.27,1863.9,0.23,7
C10904,4214.25,0.87,2617.33,2534.19,1852.86,495.73,0.21,0.02,0.3,0.28,2,20,7980.21,282.12,1860.01,0.44,33
C10905,8926.72,0.6,282.63,1457.22,331.77,3114.77,0.04,0.5,0.31,0.12,2,10,3669.46,1077.41,25.83,0.07,11
C10906,8174.44,0.98,4865.66,1547.15,1932.01,2234.37,0.18,0.07,0.32,0.25,0,16,8737.93,2431.24,,0.25,9
C10907,3418.17,0.68,1138.37,932.32,419.53,3889.92,0.64,0.4,0.31,0.0,1,14,6704.1,1966.37,118.23,0.32,8
C10908,2594.23,0.66,1527.95,1723.4,1485.72,1102.35,0.68,0.2,0.28,0.05,0,12,6460.54,672.62,538.89,0.26,12
C10909,3796.92,0.57,1526.67,982.38,1097.89,822.83,0.39,0.25,0.49,0.01,1,10,12336.55,2652.69,1034.83,0.44,12
C10910,5902.95,0.65,1159.78,127.42,1770.11,2031.66,0.33,0.44,0.37,0.1,3,9,6706.38,2094.88,965.05,0.49,21
C10911,2680.64,0.94,17.35,823.28,1112.45,4632.93,0.78,0.21,0.39,0.27,2,13,,823.45,1213.37,0.06,7
C10912,6241.49,1.0,3649.43,29.07,1073.77,3552.11,0.16,0.27,0.44,0.03,0,13,1812.89,1847.09,964.1,0.06,13
C10913,4094.12,0.68,4834.56,2935.28,398.96,2094.62,0.17,0.02,0.11,0.18,0,13,12987.42,5329.97,1869.41,0.07,20
C10914,5520.47,0.72,1129.22,2897.58,340.8,2586.36,0.23,0.0,0.04,0.14,2,10,14448.41,1882.09,488.69,0.34,32
C10915,4361.27,0.86,3318.61,1191.51,1833.81,421.07,0.14,0.12,0.24,0.28,1,11,10637.73,4312.34,555.31,0.19,21
C10916,2944.66,0.94,3712.06,2187.83,662.4,4922.88,0.3,0.34,0.26,0.04,2,10,6101.16,3711.08,,0.37,6
C10917,9484.53,0.8,4243.64,1043.96,750.44,3332.04,0.73,0.06,0.41,0.06,1,12,14140.4,2620.37,162.71,0.2,32
C10918,7636.06,0.7,2118.92,2016.57,1522.05,1427.02,0.49,0.06,0.22,0.01,3,9,10279.24,1510.25,1223.03,0.31,15
C10919,1401.13,0.71,1521.63,2418.24,684.26,2929.04,0.33,0.21,0.29,0.13,0,8,12820.67,2277.19,1366.65,0.38,12
C10920,8684.68,0.85,1633.22,2840.8,1904.6,547.41,0.75,0.32,0.26,0.08,1,20,11721.93,3593.43,1016.03,0.27,21
C10921,4874.31,0.5,3565.98,1206.63,1478.48,4829.18,0.04,0.36,0.02,0.26,3,18,6307.95,2169.44,1391.52,0.27,15
C10922,8945.52,0.81,4085.73,2352.06,1198.88,873.92,0.17,0.09,0.31,0.18,3,13,7701.83,1367.89,353.78,0.04,17
C10923,7998.55,0.68,916.25,805.13,1762.98,3240.15,0.45,0.04,0.41,0.18,0,22,3605.85,787.13,1706.74,0.21,22
C10924,4252.14,0.9,1861.0,2971.09,108.72,1227.27,0.49,0.47,0.08,0.16,0,12,5088.2,5290.62,288.65,0.27,18
C10925,224.69,0.55,4510.68,87.05,521.55,3587.81,0.03,0.13,0.3,0.03,3,19,11893.76,2697.85,807.62,0.23,17
C10926,2686.77,0.79,4035.4,1814.55,935.42,3884.11,0.32,0.43,0.3,0.13,0,13,13515.7,3788.73,159.76,0.45,20
C10927,5416.34,0.74,4924.44,1981.92,461.69,3367.1,0.52,0.43,0.08,0.3,4,9,11142.45,2993.42,1094.97,0.45,19
C10928,6334.78,0.82,3773.7,2067.26,1490.37,3072.5,0.56,0.39,0.06,0.25,2,15,7512.43,5248.14,1342.79,0.41,24
C10929,2578.88,0.53,1972.04,369.96,1839.22,4462.35,0.51,0.08,0.49,0.27,0,22,2211.13,3326.92,1883.03,0.19,24
C10930,1393.56,0.79,2957.28,2816.2,853.3,393.13,0.26,0.41,0.2,0.25,0,18,1797.27,2936.61,1481.28,0.36,31
C10931,8349.3,0.78,3308.46,551.74,690.84,1654.57,0.07,0.38,0.11,0.03,0,15,6240.56,5555.15,1086.79,0.2,19
C10932,9844.02,0.78,401.49,1872.03,1923.49,1241.44,0.34,0.3,0.09,0.07,1,19,7493.5,4346.17,,0.12,23
C10933,5256.9,0.8,2727.04,675.8,895.26,4940.07,0.1,0.17,0.33,0.0,0,16,9527.69,758.14,962.09,0.17,35
C10934,1716.79,0.84,3549.51,928.58,983.21,1946.95,0.76,0.13,0.3,0.09,0,16,1090.85,1148.46,1126.8,0.04,31
C10935,2723.07,0.9,844.93,1643.91,709.78,3663.06,0.38,0.06,0.32,0.03,1,16,14856.12,4744.02,1196.24,0.17,34
C10936,183.91,0.63,3905.35,1257.41,1820.0,3423.63,0.25,0.25,0.04,0.14,1,18,6095.14,5031.52,825.86,0.23,10
C10937,9142.99,0.91,2923.03,489.07,1142.22,1060.41,0.61,0.29,0.45,0.2,0,26,12873.33,3316.63,1678.58,0.48,25
C10938,1177.51,0.75,4761.59,521.1,1526.73,1194.99,0.4,0.18,0.19,0.26,1,24,8489.53,3371.29,378.5,0.16,34
C10939,5765.16,0.54,221.69,1260.25,1625.5,1406.42,0.25,0.24,0.16,0.22,0,17,2826.15,3828.4,1114.14,0.45,11
C10940,2740.55,0.53,1333.98,2274.28,690.28,2055.64,0.65,0.18,0.23,0.28,0,14,12165.92,2690.78,1447.24,0.11,23
C10941,5541.78,0.67,3011.75,2694.91,873.05,1171.63,0.69,0.32,0.2,0.02,2,17,10937.58,4113.17,1808.91,0.1,19
C10942,6514.2,0.89,1489.83,261.54,1698.46,98.26,0.54,0.45,0.43,0.0,0,15,8384.11,740.04,1769.0,0.26,9
C10943,8297.42,0.85,3574.98,1185.38,732.88,4396.97,0.04,0.08,0.46,0.2,2,22,8203.74,5771.55,1022.39,0.34,33
C10944,2064.21,0.89,3797.44,309.73,1589.93,4828.05,0.45,0.19,0.15,0.09,3,18,2224.71,4525.91,1289.89,0.02,28
C10945,109.96,0.76,521.55,59.61,1882.57,1707.85,0.61,0.07,0.43,0.08,1,17,10181.89,3823.93,794.53,0.11,6
C10946,1368.86,0.72,2574.13,1988.54,1250.19,1692.53,0.11,0.31,0.39,0.1,2,13,13757.43,1966.3,941.67,0.23,18
C10947,9000.19,0.57,2549.36,1811.32,1485.84,35.46,0.18,0.36,0.47,0.08,5,13,2305.43,1049.64,1813.47,0.17,16
C10948,8738.9,0.66,1852.71,497.43,1612.14,3401.25,0.71,0.47,0.12,0.15,2,21,4689.16,2515.12,1862.1,0.36,8
C10949,5974.13,0.72,4665.3,709.1,1691.63,4127.2,0.02,0.14,0.29,0.13,0,20,13632.31,4003.3,1791.87,0.26,22
C10950,6005.17,0.54,4139.26,80.89,796.16,733.04,0.6,0.48,0.14,0.15,1,13,4980.81,3838.89,285.36,0.08,23
C10951,6650.37,0.61,3489.07,2506.49,112.01,798.33,0.38,0.03,0.41,0.2,1,11,10155.21,2357.58,1701.67,0.45,30
C10952,1753.71,0.8,3574.49,2924.32,809.73,3950.42,0.36,0.3,0.0,0.12,0,12,8487.45,3718.39,1897.24,0.15,15
C10953,9144.12,0.87,2313.96,415.02,1350.77,3081.45,0.01,0.03,0.28,0.08,1,13,9348.59,4901.11,728.89,0.37,21
